Student ID,Course,School,Sex,Address Type,Final Grade,Result,Passed,Failed,Risk Score,Risk Band,Segment,Flagged At Risk,Prediction Outcome,Past Failures,Has Past Failure,Absences,Absence Band,Study Time,Wants Higher Education,Extra School Support,Going Out
132,Mathematics,Gabriel Pereira,Female,Urban,0,Fail,0,1,0.4839,Elevated,B - Steady middle,Yes,True positive (correctly flagged),0,No,0,None (0),1 - Under 2 hours,Yes,No,3 - Medium
133,Mathematics,Gabriel Pereira,Female,Urban,12,Pass,1,0,0.5089,Elevated,B - Steady middle,Yes,"False positive (flagged, passed)",0,No,12,More than 10,1 - Under 2 hours,Yes,No,4 - High
134,Mathematics,Gabriel Pereira,Female,Urban,11,Pass,1,0,0.4081,Elevated,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,16,More than 10,1 - Under 2 hours,Yes,No,1 - Very low
135,Mathematics,Gabriel Pereira,Male,Rural,0,Fail,0,1,0.3538,Moderate,A - Supported achievers,No,"False negative (missed, failed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,3 - Medium
136,Mathematics,Gabriel Pereira,Female,Urban,0,Fail,0,1,0.2806,Moderate,A - Supported achievers,No,"False negative (missed, failed)",0,No,0,None (0),3 - 5 to 10 hours,Yes,No,3 - Medium
137,Mathematics,Gabriel Pereira,Male,Rural,0,Fail,0,1,0.4648,Elevated,C - Disengaged social,Yes,True positive (correctly flagged),0,No,0,None (0),2 - 2 to 5 hours,Yes,No,5 - Very high
138,Mathematics,Gabriel Pereira,Female,Urban,0,Fail,0,1,0.6796,High,D - High-risk repeaters,Yes,True positive (correctly flagged),2,Yes,0,None (0),1 - Under 2 hours,Yes,No,2 - Low
139,Mathematics,Gabriel Pereira,Male,Urban,12,Pass,1,0,0.7275,High,B - Steady middle,Yes,"False positive (flagged, passed)",1,Yes,0,None (0),2 - 2 to 5 hours,Yes,No,4 - High
140,Mathematics,Gabriel Pereira,Female,Urban,15,Pass,1,0,0.3098,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),1 - Under 2 hours,Yes,No,2 - Low
141,Mathematics,Gabriel Pereira,Male,Urban,0,Fail,0,1,0.2843,Moderate,A - Supported achievers,No,"False negative (missed, failed)",0,No,0,None (0),4 - Over 10 hours,Yes,Yes,2 - Low
142,Mathematics,Gabriel Pereira,Male,Urban,9,Fail,0,1,0.6694,High,C - Disengaged social,Yes,True positive (correctly flagged),2,Yes,8,5-10,1 - Under 2 hours,Yes,No,3 - Medium
143,Mathematics,Gabriel Pereira,Female,Urban,11,Pass,1,0,0.3717,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,2,1-4,3 - 5 to 10 hours,Yes,No,2 - Low
144,Mathematics,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.5184,Elevated,C - Disengaged social,Yes,"False positive (flagged, passed)",0,No,2,1-4,1 - Under 2 hours,Yes,No,4 - High
145,Mathematics,Gabriel Pereira,Male,Urban,0,Fail,0,1,0.7576,High,B - Steady middle,Yes,True positive (correctly flagged),3,Yes,0,None (0),1 - Under 2 hours,Yes,No,5 - Very high
146,Mathematics,Gabriel Pereira,Female,Urban,11,Pass,1,0,0.5181,Elevated,B - Steady middle,Yes,"False positive (flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,2 - Low
147,Mathematics,Gabriel Pereira,Female,Urban,0,Fail,0,1,0.6618,High,A - Supported achievers,Yes,True positive (correctly flagged),3,Yes,0,None (0),2 - 2 to 5 hours,Yes,No,2 - Low
148,Mathematics,Gabriel Pereira,Female,Urban,11,Pass,1,0,0.4469,Elevated,B - Steady middle,Yes,"False positive (flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,2 - Low
149,Mathematics,Gabriel Pereira,Male,Urban,0,Fail,0,1,0.4348,Elevated,A - Supported achievers,Yes,True positive (correctly flagged),0,No,0,None (0),1 - Under 2 hours,No,No,2 - Low
150,Mathematics,Gabriel Pereira,Male,Urban,10,Pass,1,0,0.6497,High,C - Disengaged social,Yes,"False positive (flagged, passed)",3,Yes,0,None (0),1 - Under 2 hours,Yes,No,5 - Very high
151,Mathematics,Gabriel Pereira,Male,Urban,0,Fail,0,1,0.7346,High,C - Disengaged social,Yes,True positive (correctly flagged),3,Yes,0,None (0),1 - Under 2 hours,No,No,5 - Very high
152,Mathematics,Gabriel Pereira,Male,Urban,14,Pass,1,0,0.6439,High,C - Disengaged social,Yes,"False positive (flagged, passed)",1,Yes,6,5-10,1 - Under 2 hours,Yes,No,4 - High
153,Mathematics,Gabriel Pereira,Female,Rural,10,Pass,1,0,0.6173,High,D - High-risk repeaters,Yes,"False positive (flagged, passed)",2,Yes,8,5-10,3 - 5 to 10 hours,Yes,No,1 - Very low
154,Mathematics,Gabriel Pereira,Male,Urban,0,Fail,0,1,0.7483,High,A - Supported achievers,Yes,True positive (correctly flagged),3,Yes,0,None (0),1 - Under 2 hours,No,No,4 - High
155,Mathematics,Gabriel Pereira,Female,Urban,12,Pass,1,0,0.5269,Elevated,A - Supported achievers,Yes,"False positive (flagged, passed)",0,No,0,None (0),1 - Under 2 hours,Yes,Yes,1 - Very low
156,Mathematics,Gabriel Pereira,Male,Rural,8,Fail,0,1,0.3833,Moderate,A - Supported achievers,No,"False negative (missed, failed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,Yes,4 - High
157,Mathematics,Gabriel Pereira,Male,Rural,13,Pass,1,0,0.4541,Elevated,C - Disengaged social,Yes,"False positive (flagged, passed)",0,No,8,5-10,1 - Under 2 hours,Yes,No,2 - Low
158,Mathematics,Gabriel Pereira,Female,Rural,10,Pass,1,0,0.6722,High,C - Disengaged social,Yes,"False positive (flagged, passed)",3,Yes,6,5-10,1 - Under 2 hours,Yes,No,5 - Very high
159,Mathematics,Gabriel Pereira,Male,Rural,15,Pass,1,0,0.3872,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,2,1-4,1 - Under 2 hours,Yes,No,2 - Low
160,Mathematics,Gabriel Pereira,Male,Urban,12,Pass,1,0,0.6137,High,C - Disengaged social,Yes,"False positive (flagged, passed)",1,Yes,4,1-4,2 - 2 to 5 hours,Yes,No,5 - Very high
161,Mathematics,Gabriel Pereira,Male,Rural,0,Fail,0,1,0.7114,High,B - Steady middle,Yes,True positive (correctly flagged),2,Yes,0,None (0),1 - Under 2 hours,No,No,2 - Low
162,Mathematics,Gabriel Pereira,Male,Rural,7,Fail,0,1,0.6291,High,C - Disengaged social,Yes,True positive (correctly flagged),2,Yes,6,5-10,2 - 2 to 5 hours,Yes,Yes,4 - High
163,Mathematics,Gabriel Pereira,Male,Urban,0,Fail,0,1,0.617,High,C - Disengaged social,Yes,True positive (correctly flagged),1,Yes,0,None (0),1 - Under 2 hours,Yes,No,4 - High
164,Mathematics,Gabriel Pereira,Male,Urban,10,Pass,1,0,0.5296,Elevated,C - Disengaged social,Yes,"False positive (flagged, passed)",0,No,2,1-4,1 - Under 2 hours,No,No,3 - Medium
165,Mathematics,Gabriel Pereira,Male,Rural,7,Fail,0,1,0.7183,High,C - Disengaged social,Yes,True positive (correctly flagged),3,Yes,0,None (0),2 - 2 to 5 hours,No,No,5 - Very high
166,Mathematics,Gabriel Pereira,Male,Urban,12,Pass,1,0,0.6386,High,A - Supported achievers,Yes,"False positive (flagged, passed)",1,Yes,16,More than 10,1 - Under 2 hours,No,No,2 - Low
167,Mathematics,Gabriel Pereira,Male,Urban,10,Pass,1,0,0.6492,High,C - Disengaged social,Yes,"False positive (flagged, passed)",0,No,4,1-4,2 - 2 to 5 hours,No,No,5 - Very high
168,Mathematics,Gabriel Pereira,Female,Urban,16,Pass,1,0,0.4652,Elevated,A - Supported achievers,Yes,"False positive (flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,3 - Medium
169,Mathematics,Gabriel Pereira,Female,Urban,0,Fail,0,1,0.5216,Elevated,B - Steady middle,Yes,True positive (correctly flagged),0,No,0,None (0),2 - 2 to 5 hours,Yes,No,5 - Very high
170,Mathematics,Gabriel Pereira,Female,Urban,14,Pass,1,0,0.4125,Elevated,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,2 - Low
171,Mathematics,Gabriel Pereira,Male,Urban,0,Fail,0,1,0.7011,High,C - Disengaged social,Yes,True positive (correctly flagged),2,Yes,0,None (0),1 - Under 2 hours,Yes,No,5 - Very high
172,Mathematics,Gabriel Pereira,Male,Urban,16,Pass,1,0,0.4475,Elevated,B - Steady middle,Yes,"False positive (flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,2 - Low
173,Mathematics,Gabriel Pereira,Male,Urban,10,Pass,1,0,0.3565,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,4 - High
174,Mathematics,Gabriel Pereira,Female,Urban,0,Fail,0,1,0.6975,High,B - Steady middle,Yes,True positive (correctly flagged),3,Yes,0,None (0),2 - 2 to 5 hours,Yes,No,5 - Very high
175,Mathematics,Gabriel Pereira,Female,Urban,9,Fail,0,1,0.4272,Elevated,A - Supported achievers,Yes,True positive (correctly flagged),0,No,4,1-4,2 - 2 to 5 hours,Yes,No,5 - Very high
176,Mathematics,Gabriel Pereira,Male,Urban,9,Fail,0,1,0.3082,Moderate,C - Disengaged social,No,"False negative (missed, failed)",0,No,4,1-4,2 - 2 to 5 hours,Yes,No,4 - High
177,Mathematics,Gabriel Pereira,Female,Urban,11,Pass,1,0,0.4894,Elevated,C - Disengaged social,Yes,"False positive (flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,4 - High
178,Mathematics,Gabriel Pereira,Male,Urban,6,Fail,0,1,0.357,Moderate,C - Disengaged social,No,"False negative (missed, failed)",0,No,4,1-4,2 - 2 to 5 hours,Yes,No,4 - High
179,Mathematics,Gabriel Pereira,Male,Rural,9,Fail,0,1,0.3849,Moderate,C - Disengaged social,No,"False negative (missed, failed)",0,No,10,5-10,1 - Under 2 hours,Yes,No,3 - Medium
180,Mathematics,Gabriel Pereira,Male,Urban,11,Pass,1,0,0.2982,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,4,1-4,2 - 2 to 5 hours,Yes,No,3 - Medium
181,Mathematics,Gabriel Pereira,Male,Urban,8,Fail,0,1,0.3895,Moderate,A - Supported achievers,No,"False negative (missed, failed)",0,No,10,5-10,2 - 2 to 5 hours,Yes,No,3 - Medium
182,Mathematics,Gabriel Pereira,Male,Urban,12,Pass,1,0,0.2569,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,3 - Medium
183,Mathematics,Gabriel Pereira,Female,Urban,17,Pass,1,0,0.4019,Elevated,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,2 - Low
184,Mathematics,Gabriel Pereira,Female,Urban,8,Fail,0,1,0.6209,High,C - Disengaged social,Yes,True positive (correctly flagged),0,No,56,More than 10,2 - 2 to 5 hours,Yes,No,3 - Medium
185,Mathematics,Gabriel Pereira,Female,Urban,12,Pass,1,0,0.5792,Elevated,A - Supported achievers,Yes,"False positive (flagged, passed)",0,No,14,More than 10,2 - 2 to 5 hours,Yes,No,2 - Low
186,Mathematics,Gabriel Pereira,Male,Urban,11,Pass,1,0,0.6549,High,C - Disengaged social,Yes,"False positive (flagged, passed)",0,No,12,More than 10,2 - 2 to 5 hours,Yes,No,4 - High
187,Mathematics,Gabriel Pereira,Male,Urban,11,Pass,1,0,0.341,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,2,1-4,1 - Under 2 hours,Yes,No,3 - Medium
188,Mathematics,Gabriel Pereira,Male,Urban,15,Pass,1,0,0.4727,Elevated,B - Steady middle,Yes,"False positive (flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,3 - Medium
189,Mathematics,Gabriel Pereira,Female,Urban,9,Fail,0,1,0.3886,Moderate,A - Supported achievers,No,"False negative (missed, failed)",0,No,6,5-10,2 - 2 to 5 hours,Yes,No,3 - Medium
190,Mathematics,Gabriel Pereira,Male,Rural,10,Pass,1,0,0.3639,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,4,1-4,2 - 2 to 5 hours,Yes,No,3 - Medium
191,Mathematics,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.3004,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,10,5-10,2 - 2 to 5 hours,Yes,No,3 - Medium
192,Mathematics,Gabriel Pereira,Female,Urban,9,Fail,0,1,0.509,Elevated,B - Steady middle,Yes,True positive (correctly flagged),0,No,0,None (0),2 - 2 to 5 hours,Yes,No,3 - Medium
193,Mathematics,Gabriel Pereira,Male,Urban,8,Fail,0,1,0.5038,Elevated,C - Disengaged social,Yes,True positive (correctly flagged),0,No,12,More than 10,2 - 2 to 5 hours,Yes,No,4 - High
194,Mathematics,Gabriel Pereira,Male,Rural,10,Pass,1,0,0.398,Moderate,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,8,5-10,1 - Under 2 hours,Yes,No,2 - Low
195,Mathematics,Gabriel Pereira,Male,Urban,14,Pass,1,0,0.3973,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),1 - Under 2 hours,Yes,No,3 - Medium
196,Mathematics,Gabriel Pereira,Female,Urban,15,Pass,1,0,0.5069,Elevated,A - Supported achievers,Yes,"False positive (flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,2 - Low
197,Mathematics,Gabriel Pereira,Male,Urban,16,Pass,1,0,0.2006,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,4,1-4,1 - Under 2 hours,Yes,No,3 - Medium
198,Mathematics,Gabriel Pereira,Male,Rural,10,Pass,1,0,0.4153,Elevated,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,8,5-10,1 - Under 2 hours,Yes,No,4 - High
199,Mathematics,Gabriel Pereira,Female,Urban,18,Pass,1,0,0.6335,High,A - Supported achievers,Yes,"False positive (flagged, passed)",1,Yes,24,More than 10,1 - Under 2 hours,Yes,No,4 - High
200,Mathematics,Gabriel Pereira,Female,Urban,10,Pass,1,0,0.3035,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,2 - Low
201,Mathematics,Gabriel Pereira,Female,Urban,16,Pass,1,0,0.355,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,5 - Very high
202,Mathematics,Gabriel Pereira,Female,Urban,10,Pass,1,0,0.5118,Elevated,A - Supported achievers,Yes,"False positive (flagged, passed)",0,No,6,5-10,2 - 2 to 5 hours,Yes,Yes,3 - Medium
203,Mathematics,Gabriel Pereira,Female,Urban,10,Pass,1,0,0.4782,Elevated,B - Steady middle,Yes,"False positive (flagged, passed)",0,No,4,1-4,2 - 2 to 5 hours,Yes,No,4 - High
204,Mathematics,Gabriel Pereira,Female,Rural,6,Fail,0,1,0.5932,Elevated,B - Steady middle,Yes,True positive (correctly flagged),0,No,18,More than 10,1 - Under 2 hours,Yes,No,2 - Low
205,Mathematics,Gabriel Pereira,Female,Rural,11,Pass,1,0,0.4676,Elevated,A - Supported achievers,Yes,"False positive (flagged, passed)",0,No,6,5-10,4 - Over 10 hours,Yes,No,5 - Very high
206,Mathematics,Gabriel Pereira,Female,Urban,9,Fail,0,1,0.6683,High,C - Disengaged social,Yes,True positive (correctly flagged),1,Yes,28,More than 10,3 - 5 to 10 hours,Yes,No,3 - Medium
207,Mathematics,Gabriel Pereira,Female,Urban,7,Fail,0,1,0.5677,Elevated,A - Supported achievers,Yes,True positive (correctly flagged),3,Yes,5,5-10,2 - 2 to 5 hours,Yes,No,3 - Medium
208,Mathematics,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.4462,Elevated,A - Supported achievers,Yes,"False positive (flagged, passed)",0,No,10,5-10,2 - 2 to 5 hours,Yes,No,2 - Low
209,Mathematics,Gabriel Pereira,Female,Urban,10,Pass,1,0,0.4277,Elevated,B - Steady middle,Yes,"False positive (flagged, passed)",0,No,6,5-10,1 - Under 2 hours,Yes,No,2 - Low
210,Mathematics,Gabriel Pereira,Female,Rural,7,Fail,0,1,0.3841,Moderate,A - Supported achievers,No,"False negative (missed, failed)",0,No,6,5-10,3 - 5 to 10 hours,Yes,No,2 - Low
211,Mathematics,Gabriel Pereira,Female,Urban,8,Fail,0,1,0.4695,Elevated,D - High-risk repeaters,Yes,True positive (correctly flagged),0,No,10,5-10,4 - Over 10 hours,Yes,No,3 - Medium
212,Mathematics,Gabriel Pereira,Male,Urban,13,Pass,1,0,0.6821,High,C - Disengaged social,Yes,"False positive (flagged, passed)",0,No,13,More than 10,2 - 2 to 5 hours,Yes,No,5 - Very high
213,Mathematics,Gabriel Pereira,Female,Urban,14,Pass,1,0,0.7074,High,A - Supported achievers,Yes,"False positive (flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,Yes,4 - High
214,Mathematics,Gabriel Pereira,Male,Urban,8,Fail,0,1,0.7437,High,C - Disengaged social,Yes,True positive (correctly flagged),1,Yes,15,More than 10,2 - 2 to 5 hours,Yes,No,4 - High
215,Mathematics,Gabriel Pereira,Female,Rural,10,Pass,1,0,0.4658,Elevated,A - Supported achievers,Yes,"False positive (flagged, passed)",0,No,12,More than 10,1 - Under 2 hours,Yes,No,1 - Very low
216,Mathematics,Gabriel Pereira,Female,Urban,15,Pass,1,0,0.4574,Elevated,B - Steady middle,Yes,"False positive (flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,4 - High
217,Mathematics,Gabriel Pereira,Female,Urban,4,Fail,0,1,0.7625,High,C - Disengaged social,Yes,True positive (correctly flagged),2,Yes,22,More than 10,2 - 2 to 5 hours,Yes,No,5 - Very high
218,Mathematics,Gabriel Pereira,Male,Urban,8,Fail,0,1,0.6616,High,C - Disengaged social,Yes,True positive (correctly flagged),1,Yes,13,More than 10,2 - 2 to 5 hours,Yes,No,4 - High
219,Mathematics,Gabriel Pereira,Female,Urban,8,Fail,0,1,0.393,Moderate,A - Supported achievers,No,"False negative (missed, failed)",0,No,3,1-4,1 - Under 2 hours,Yes,No,3 - Medium
220,Mathematics,Gabriel Pereira,Female,Urban,10,Pass,1,0,0.471,Elevated,A - Supported achievers,Yes,"False positive (flagged, passed)",0,No,4,1-4,3 - 5 to 10 hours,Yes,No,3 - Medium
221,Mathematics,Gabriel Pereira,Female,Rural,6,Fail,0,1,0.3803,Moderate,B - Steady middle,No,"False negative (missed, failed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,5 - Very high
222,Mathematics,Gabriel Pereira,Female,Urban,0,Fail,0,1,0.6895,High,B - Steady middle,Yes,True positive (correctly flagged),1,Yes,0,None (0),3 - 5 to 10 hours,Yes,No,4 - High
223,Mathematics,Gabriel Pereira,Female,Urban,17,Pass,1,0,0.4528,Elevated,A - Supported achievers,Yes,"False positive (flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,Yes,1 - Very low
224,Mathematics,Gabriel Pereira,Male,Urban,13,Pass,1,0,0.5463,Elevated,C - Disengaged social,Yes,"False positive (flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,3 - Medium
225,Mathematics,Gabriel Pereira,Female,Urban,14,Pass,1,0,0.422,Elevated,A - Supported achievers,Yes,"False positive (flagged, passed)",0,No,0,None (0),3 - 5 to 10 hours,Yes,No,2 - Low
226,Mathematics,Gabriel Pereira,Female,Rural,7,Fail,0,1,0.603,High,B - Steady middle,Yes,True positive (correctly flagged),1,Yes,16,More than 10,2 - 2 to 5 hours,Yes,No,3 - Medium
227,Mathematics,Gabriel Pereira,Female,Urban,15,Pass,1,0,0.4452,Elevated,B - Steady middle,Yes,"False positive (flagged, passed)",0,No,10,5-10,2 - 2 to 5 hours,Yes,No,4 - High
228,Mathematics,Gabriel Pereira,Male,Urban,12,Pass,1,0,0.2682,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,3 - Medium
229,Mathematics,Gabriel Pereira,Male,Urban,9,Fail,0,1,0.5201,Elevated,C - Disengaged social,Yes,True positive (correctly flagged),0,No,14,More than 10,2 - 2 to 5 hours,Yes,Yes,2 - Low
230,Mathematics,Gabriel Pereira,Female,Urban,12,Pass,1,0,0.4057,Elevated,B - Steady middle,No,"True negative (not flagged, passed)",0,No,10,5-10,3 - 5 to 10 hours,Yes,No,3 - Medium
231,Mathematics,Gabriel Pereira,Female,Urban,14,Pass,1,0,0.4328,Elevated,A - Supported achievers,Yes,"False positive (flagged, passed)",0,No,14,More than 10,2 - 2 to 5 hours,Yes,No,3 - Medium
232,Mathematics,Gabriel Pereira,Male,Rural,11,Pass,1,0,0.4684,Elevated,B - Steady middle,Yes,"False positive (flagged, passed)",0,No,4,1-4,2 - 2 to 5 hours,Yes,No,2 - Low
233,Mathematics,Gabriel Pereira,Male,Urban,9,Fail,0,1,0.5146,Elevated,A - Supported achievers,Yes,True positive (correctly flagged),0,No,14,More than 10,2 - 2 to 5 hours,Yes,Yes,5 - Very high
234,Mathematics,Gabriel Pereira,Male,Urban,13,Pass,1,0,0.2616,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,4 - High
235,Mathematics,Gabriel Pereira,Male,Urban,6,Fail,0,1,0.5617,Elevated,B - Steady middle,Yes,True positive (correctly flagged),0,No,18,More than 10,2 - 2 to 5 hours,Yes,No,2 - Low
236,Mathematics,Gabriel Pereira,Male,Urban,10,Pass,1,0,0.3114,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,10,5-10,3 - 5 to 10 hours,Yes,No,3 - Medium
237,Mathematics,Gabriel Pereira,Male,Urban,13,Pass,1,0,0.473,Elevated,C - Disengaged social,Yes,"False positive (flagged, passed)",0,No,4,1-4,2 - 2 to 5 hours,Yes,No,2 - Low
238,Mathematics,Gabriel Pereira,Female,Urban,12,Pass,1,0,0.5478,Elevated,B - Steady middle,Yes,"False positive (flagged, passed)",0,No,20,More than 10,1 - Under 2 hours,Yes,No,2 - Low
239,Mathematics,Gabriel Pereira,Female,Rural,11,Pass,1,0,0.5666,Elevated,B - Steady middle,Yes,"False positive (flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,1 - Very low
240,Mathematics,Gabriel Pereira,Male,Urban,0,Fail,0,1,0.6358,High,C - Disengaged social,Yes,True positive (correctly flagged),1,Yes,0,None (0),2 - 2 to 5 hours,No,No,4 - High
241,Mathematics,Gabriel Pereira,Male,Urban,12,Pass,1,0,0.5015,Elevated,C - Disengaged social,Yes,"False positive (flagged, passed)",0,No,14,More than 10,2 - 2 to 5 hours,Yes,No,5 - Very high
242,Mathematics,Gabriel Pereira,Male,Rural,12,Pass,1,0,0.3509,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,3 - Medium
243,Mathematics,Gabriel Pereira,Male,Urban,0,Fail,0,1,0.2805,Moderate,A - Supported achievers,No,"False negative (missed, failed)",0,No,0,None (0),1 - Under 2 hours,Yes,No,5 - Very high
244,Mathematics,Gabriel Pereira,Male,Urban,12,Pass,1,0,0.2185,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),1 - Under 2 hours,Yes,No,2 - Low
245,Mathematics,Gabriel Pereira,Female,Urban,0,Fail,0,1,0.5936,Elevated,D - High-risk repeaters,Yes,True positive (correctly flagged),0,No,0,None (0),3 - 5 to 10 hours,Yes,No,4 - High
246,Mathematics,Gabriel Pereira,Male,Urban,18,Pass,1,0,0.3094,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,6,5-10,1 - Under 2 hours,Yes,No,3 - Medium
